ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,UniqueIDPriorSystem,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,MailingAddressIsPrivate,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,PhysicalAddressIsPrivate,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone1Description,Phone1IsPrivate,Phone2Number,Phone2Name,Phone2Description,Phone2IsPrivate,Phone3Number,Phone3Name,Phone3Description,Phone3IsPrivate,Phone4Number,Phone4Name,Phone4Description,Phone4IsPrivate,Phone5Number,Phone5name,Phone5Description,Phone5IsPrivate,PhoneFax,PhoneFaxDescription,PhoneFaxIsPrivate,PhoneTTY,PhoneTTYDescription,PhoneTTYIsPrivate,PhoneTollFree,PhoneTollFreeDescription,PhoneTollFreeIsPrivate,PhoneNumberHotline,PhoneNumberHotlineDescription,PhoneNumberHotlineIsPrivate,PhoneNumberBusinessLine,PhoneNumberBusinessLineDescription,PhoneNumberBusinessLineIsPrivate,PhoneNumberOutOfArea,PhoneNumberOutOfAreaDescription,PhoneNumberOutOfAreaIsPrivate,PhoneNumberAfterHours,PhoneNumberAfterHoursDescription,PhoneNumberAfterHoursIsPrivate,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,EligibilityAdult,EligibilityChild,EligibilityFamily,EligibilityFemale,EligibilityMale,EligibilityTeen,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,SeniorWorkerIsPrivate,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,MainContactIsPrivate,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,PaymentMethods,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,LanguagesOfferedList,AvailabilityNumberOfTimes,AvailabilityFrequency,AvailabilityPeriod,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,NormalWaitTime,EnteredOn,UpdatedOn,MadeInactiveOn,HighlightedResource,ConnectsToSiteNum,ConnectsToProgramNum,LanguageOfRecord,IsLinkOnly,ProgramAgencyNamePublic,SiteAgencyNamePublic,Categories,TaxonomyTerm,TaxonomyTerms,TaxonomyTermsNotDeactivated,TaxonomyCodes,Coverage,Hours,Custom_Are services provided to LGBTQ persons?,Custom_Automated Status,Custom_Batch ID,Custom_Does your program offer a harm reduction approach to service?,Custom_Eligibility by Age,Custom_Eligibility by Gender,Custom_In what language would you prefer to receive correspondence from Kids Help Phone?,Custom_Is this a bilingual service?,Custom_Manual Status,Custom_Please share your anonymity and confidentiality policy in regards to serving clients (please consider caller id age of consent client records application parental permission etc in your description):,Custom_Please suggest keywords that would be helpful when searching for this service:,Custom_Record Type,Custom_Source Database
25034098,,Community Employment Services - Employment Services - Norwich,,ProgramAtSite,Community Employment Services,12378195,,,,Woodstock,,,Canada,No,41 rue Main Street Ouest,,Norwich,Oxford,ON,N0J 1P0,Canada,No,42.9873159,-80.5988206,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,519-863-6613,,FALSE,,,FALSE,1-888-439-8161,,FALSE,,,FALSE,519-863-6611,,FALSE,,,FALSE,,,FALSE,kdonlevy@ceswoodstock.org,http://www.ceswoodstock.org,Active,"Offre des services d'instruction aux personnes qui ont besoin d'acquérir des compétences de base pour trouver, à appliquer et à conserver un emploi. Offre aussi des services d'éducation, d'information et d'aide avec d'écriture des lettres d'accompagnement et des CVs. Les programmes peuvent également offrir des conseils sur la tenue vestimentaire, l'apparence personnelle et les techniques d'entrevue.",Previous ID: 21389 12408472 25034098,,,Personne de 15 ans et plus qui sont sans emploi ou sous-employé,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jeff Surridge,CEO,jsurridge@cesoxford.ca,519-539-8161 ext 244,No,Kay Donlevy,Executive Assistant,kdonlevy@ceswoodstock.org,519-539-8161 ext 244,,No,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,25/03/2015 11:13,2018-09-03 17:31,,FALSE,25034061,12408472,fr,FALSE,Community Employment Services - Employment Services,Community Employment Services - Norwich,,Orientation préalable à l'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi,Orientation préalable à l'emploi,ND-2000.6500,ON - Oxford County; ,Mon 9:00am - 4:00pm; Tue 9:00am - 4:00pm; Wed 9:00am - 4:00pm; Thu 9:00am - 4:00pm; ,,,,,,,,,,,,RAM; MCYS,
25034099,,Community Employment Services - Employment Services - Plattsville,,ProgramAtSite,Community Employment Services,12378195,,,,Woodstock,,,Canada,No,112 rue Mill Est,Plattsville Public Library,Plattsville,Oxford,ON,N0J 1S0,Canada,No,43.3051742,-80.6140675,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,519-539-7833,,FALSE,,,FALSE,1-888-439-8161,,FALSE,,,FALSE,519-539-8161 ext 227,,FALSE,,,FALSE,,,FALSE,clamont@cesoxford.ca,http://www.cesoxford.ca,Active,"Offre des services d'instruction aux personnes qui ont besoin d'acquérir des compétences de base pour trouver, à appliquer et à conserver un emploi. Offre aussi des services d'éducation, d'information et d'aide avec d'écriture des lettres d'accompagnement et des CVs. Les programmes peuvent également offrir des conseils sur la tenue vestimentaire, l'apparence personnelle et les techniques d'entrevue.",Previous ID: 21389 12408472 25034099,,,Personne de 15 ans et plus qui sont sans emploi ou sous-employé,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jeff Surridge,CEO,jsurridge@cesoxford.ca,519-539-8161 ext 224,No,Julie Matheson,Program Director,jmatheson@cesoxford.ca,519-539-8161 ext 231,,No,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Gratuit,,Documents not specified - inquire for more information,,English,,,,,,,,25/03/2015 11:13,2018-09-03 17:32,,FALSE,25034064,12408472,fr,FALSE,Community Employment Services - Employment Services,Community Employment Services - Plattsville,,Orientation préalable à l'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi,Orientation préalable à l'emploi,ND-2000.6500,ON - Oxford County; ,Tue 9:00am - 12:00pm; ,,,,,,,,,,,,RAM; MCYS,
25034101,,Community Employment Services - Employment Services - Princeton,,ProgramAtSite,Community Employment Services,12378195,,,,Woodstock,,,Canada,No,25 rue Main,Princeton Public Library,Princeton,Oxford,ON,N0J 1V0,Canada,No,43.1695052,-80.5270955,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,519-539-8161 ext 227,,FALSE,,,FALSE,,,FALSE,,http://www.cesoxford.ca/,Active,"Offre des services d'instruction aux personnes qui ont besoin d'acquérir des compétences de base pour trouver, à appliquer et à conserver un emploi. Offre aussi des services d'éducation, d'information et d'aide avec d'écriture des lettres d'accompagnement et des CVs. Les programmes peuvent également offrir des conseils sur la tenue vestimentaire, l'apparence personnelle et les techniques d'entrevue.",Previous ID: 21389 12408472 25034101,,,Personnes de 15 ans et plus qui sont sans emploi ou sous-employé,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,25/03/2015 11:13,2018-09-03 17:32,,FALSE,25034081,12408472,fr,FALSE,Community Employment Services - Employment Services,Community Employment Services - Princeton ,,Orientation préalable à l'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi,Orientation préalable à l'emploi,ND-2000.6500,ON - Oxford County; ,Tue 1:00pm - 4:00pm; ,,,,,,,,,,,,RAM; MCYS,
25034102,,Community Employment Services - Employment Services - Tavistock,,ProgramAtSite,Community Employment Services,12378195,,,,Woodstock,,,Canada,No,40 rue Woodstock Sud,Tavistock Public Library,Tavistock,Oxford,ON,N0B 2R0,Canada,No,43.3201946,-80.8372187,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,519-539-7833,,FALSE,,,FALSE,1-888-439-8161,,FALSE,,,FALSE,519-539-8161 ext 286,,FALSE,,,FALSE,,,FALSE,tsim@cesoxford.ca,http://www.cesoxford.ca,Active,"Offre des services d'instruction aux personnes qui ont besoin d'acquérir des compétences de base pour trouver, à appliquer et à conserver un emploi. Offre aussi des services d'éducation, d'information et d'aide avec d'écriture des lettres d'accompagnement et des CVs. Les programmes peuvent également offrir des conseils sur la tenue vestimentaire, l'apparence personnelle et les techniques d'entrevue.",Previous ID: 21389 12408472 25034102,,,Personnes de 18 ans et plus qui sont sans emploi ou sous-employé,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Kay Donlevy,Executive Assistant,kdonlevy@cesoxford.ca,519-539-8161 ext 244,No,Tawnie Sim,,tsim@cesoxford.ca,,,No,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Rendez-vous requis,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,25/03/2015 11:13,2018-09-03 17:21,,FALSE,25034084,12408472,fr,FALSE,Community Employment Services - Employment Services,Community Employment Services - Tavistock,,Orientation préalable à l'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi,Orientation préalable à l'emploi,ND-2000.6500,ON - Oxford County; ,Thu 10:00am - 4:00pm; ,,,,,,,,,,,,RAM; MCYS,
25034103,,Community Employment Services - Employment Services  - Thamesford,,ProgramAtSite,Community Employment Services,12378195,,,,Woodstock,,,Canada,No,165 rue Dundas,Thamesford Public Library,Thamesford,Oxford,ON,N0M 2M0,Canada,No,43.05752,-81.000202,,519-485-6088,Autre Ligne,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,519-539-7833,,FALSE,,,FALSE,1-888-439-8161,,FALSE,,,FALSE,519-532-2912,,FALSE,,,FALSE,,,FALSE,swhite@cesoxford.ca,http://www.cesoxford.ca,Active,"Offre des services d'instruction aux personnes qui ont besoin d'acquérir des compétences de base pour trouver, à appliquer et à conserver un emploi. Offre aussi des services d'éducation, d'information et d'aide avec d'écriture des lettres d'accompagnement et des CVs. Les programmes peuvent également offrir des conseils sur la tenue vestimentaire, l'apparence personnelle et les techniques d'entrevue.",Previous ID: 21389 12408472 25034103,,,Personnes de 15 ans et plus qui sont sans emploi ou sous-employé,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jeff Surridge,CEO,jsurridge@ceswoodstock.org,519-539-8161 ext 244,No,Stephanie White,,swhite@cesoxford.ca,,,No,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Rendez-vous requis,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,25/03/2015 11:13,2018-09-03 17:26,,FALSE,25034087,12408472,fr,FALSE,Community Employment Services - Employment Services,Community Employment Services - Thamesford ,,Orientation préalable à l'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi,Orientation préalable à l'emploi,ND-2000.6500,ON - Oxford County; ,Thu 1:30pm - 4:30pm; ,,,,,,,,,,,,RAM; MCYS,
25034104,,Community Employment Services - Employment Services - Woodstock,,ProgramAtSite,Community Employment Services,12378195,,,,Woodstock,,,Canada,No,40 rue Metcalfe,,Woodstock,Oxford,ON,N4S 3E7,Canada,No,43.1278198,-80.7565153,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,519-539-7833,,FALSE,,,FALSE,1-888-439-8161,,FALSE,,,FALSE,519-539-8161,,FALSE,,,FALSE,,,FALSE,jsurridge@ceswoodstock.org,http://www.cesoxford.ca/,Active,"Offre des services d'instruction aux personnes qui ont besoin d'acquérir des compétences de base pour trouver, à appliquer et à conserver un emploi. Offre aussi des services d'éducation, d'information et d'aide avec d'écriture des lettres d'accompagnement et des CVs. Les programmes peuvent également offrir des conseils sur la tenue vestimentaire, l'apparence personnelle et les techniques d'entrevue",Previous ID: 21389 12408472 25034104,,,Personnes de 15 ans et plus qui sont sans emploi ou sous-employé,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jeff Surridge,CEO,jsurridge@ceswoodstock.org,519-539-8161,No,Julie Matheson,Operations Manager,jmatheson@cesoxford.ca,519-539-8161,,No,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,25/03/2015 11:13,2018-09-03 17:30,,FALSE,12632790,12408472,fr,FALSE,Community Employment Services - Employment Services,Community Employment Services - Woodstock,,Orientation préalable à l'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi,Orientation préalable à l'emploi,ND-2000.6500,ON - Oxford County; ,Mon 8:30am - 4:30pm; Tue 8:30am - 4:30pm; Wed 8:30am - 7:00pm; Thu 8:30am - 4:30pm; Fri 8:30am - 4:30pm; ,,,,,,,,,,,,RAM; MCYS,
25050772,,Dave Smith Youth Treatment Centre - Residential Treatment - Carleton Place (Male) Residential Campus,,ProgramAtSite,Dave Smith Youth Treatment Centre,12376004,,1986 chemin Scotch Corners,,Carleton Place,ON,K7C 0C5,Canada,No,1986 chemin Scotch Corners,,Carleton Place,Lanark,ON,K7C 0C5,Canada,No,45.1116472,-76.2075434,24/7,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,613-594-8333 ext 3101,,FALSE,,,FALSE,,,FALSE,info@davesmithcentre.org,http://www.davesmithcentre.org/programs/residential-treatment/,Active,"Offre des services de traitement, de thérapie, de soutien psychiatrique, d'éducation et de counselling en groupes aux patients hospitalisés qui éprouvent des problèmes de dépendance.",Previous ID: 19202 12406285 25050772,,,Jeunes hommes de 13-21 ans.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,,,,,,,No,No,Inconnu,,,,,Gratuit,Inscription requise,,Document(s) de recommandation,,"English, French",,,,,,14 lits,,26/03/2015 16:09,15/06/2015 13:09,,FALSE,25050760,12406285,fr,FALSE,Dave Smith Youth Treatment Centre - Residential Treatment,Dave Smith Youth Treatment Centre - Carleton Place (Male) Residential Campus ,,,,,,ON - Ottawa County - Ottawa; ON - Ottawa County; ,,,,,,,Hommes/Garçons - seulement,,,,,,MCYS,
25050773,,Dave Smith Youth Treatment Centre - Residential Treatment - Carp (Female) Residential Campus,,ProgramAtSite,Dave Smith Youth Treatment Centre,12376004,,1883 chemin Bradley Side,,Carp,ON,K0A 1L0,Canada,No,1883 chemin Bradley Side,,Carp,Ottawa,ON,K0A 1L0,Canada,No,45.3055008,-75.9611034,24/7,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,613-594-8333 ext 2207,,FALSE,,,FALSE,,,FALSE,info@davesmithcentre.org,http://www.davesmithcentre.org/programs/residential-treatment/,Active,"<span id=cphBody_lblAgencyDescription>Offre des services de traitement, de thérapie, de soutien psychiatrique, d'éducation et de counselling en groupes aux patients hospitalisés qui éprouvent des problèmes de dépendance.</span>",Previous ID: 19202 12406285 25050773,,,Jeunes femmes de 13-21 ans.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,,,,,,,No,No,Inconnu,,,,,Gratuit,Inscription requise,,Document(s) de recommandation,,"English, French",,,,,,10 lits,,26/03/2015 16:09,15/06/2015 13:11,,FALSE,25050763,12406285,fr,FALSE,Dave Smith Youth Treatment Centre - Residential Treatment,Dave Smith Youth Treatment Centre - Carp (Female) Residential Campus,,,,,,ON - Ottawa County - Ottawa; ON - Ottawa County; ,,,,,,,Femmes/Filles - seulement,,,,,,MCYS,
25065830,,Youth Employment Services (YES) - Employment Service - Head Office,,ProgramAtSite,Youth Employment Services,12378236,,,,Toronto,,,Canada,No,"555, rue Richmond Ouest",Unit 711,Toronto,Toronto,ON,M5V 3B1,Canada,No,43.6463668,-79.4022482,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,416-504-4654,,FALSE,,,FALSE,,,FALSE,,,FALSE,416-504-5516,,FALSE,,,FALSE,,,FALSE,yes@yes.on.ca,https://www.yes.on.ca/employment-ontario-es/,Active,"Offre des services d'aide générale aux personnes à la recherche de conseils en recherche d'emploi, aide avec les CVs, orientation professionnelle et accès à des ordinateurs et à d'autres ressources de recherche d'emploi.",25065827 25065830,,,Jeunes de 15 à 30 ans. Services assistés destinés aux personnes sans emploi et non scolarisées,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,27/03/2015 8:47,31/05/2018 13:39,,FALSE,12632872,25065827,fr,FALSE,Youth Employment Services - Employment Service ,Youth Employment Services - Head Office,,Orientation préalable à l'emploi; Orientation professionnelle; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi; Income Support and Employment - Employment - Employment Preparation - Career Development - Orientation professionnelle,Orientation préalable à l'emploi; Orientation professionnelle,ND-2000.6500; ND-2000.1500-160,ON - Toronto County; ,Mon 9:00am - 5:00pm; Tue 9:00am - 5:00pm; Wed 9:00am - 6:00pm; Thu 9:00am - 5:00pm; Fri 9:00am - 4:00pm; ,,,,,,,,,,,,RAM; MCYS,
25065831,,Youth Employment Services (YES) - Employment Service - YES Employment Centre,,ProgramAtSite,Youth Employment Services,12378236,,,,Toronto,,,Canada,No,"1610, rue Bloor Ouest",Étage principal,Toronto,Toronto,ON,M6P 1A7,Canada,No,43.6561453,-79.4554459,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,yes1610@yes.on.ca,https://www.yes.on.ca/employment-ontario-es/,Active,"Offre des services d'aide générale aux personnes à la recherche de conseils en recherche d'emploi, aide avec les CVs, orientation professionnelle et accès à des ordinateurs et à d'autres ressources de recherche d'emploi.",25065827 25065831,,,Jeunes de 15 à 30 ans. Services assistés destinés aux personnes sans emploi et non scolarisées,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Dianne Brooks,Manager,yes1610@yes.on.ca,,,No,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,27/03/2015 8:47,31/05/2018 13:41,,FALSE,25050592,25065827,fr,FALSE,Youth Employment Services - Employment Service ,Youth Employment Services - YES Employment Centre,,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi; Income Support and Employment - Employment - Job Finding Assistance - Centres de ressources en recherche d'emploi,Orientation préalable à l'emploi; Centres de ressources en recherche d'emploi,ND-2000.6500; ND-3500.3700,ON - Toronto County; ,Mon 9:00am - 5:00pm; Tue 9:00am - 5:00pm; Wed 9:00am - 6:00pm; Thu 9:00am - 5:00pm; Fri 9:00am - 4:30pm; ,,,,,,,,,,,,RAM; MCYS,
25065978,,Pioneer Youth Services - Albert Program,,ProgramAtSite,Pioneer Youth Services,12372092,,26 rue Dorset,,Waterloo,ON,N2L 3L5,Canada,No,26 rue Dorset,,Waterloo,Waterloo,ON,N2L 3L5,Canada,No,43.4664115,-80.5236962,24/7,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,519-884-3985,,FALSE,,,FALSE,,,FALSE,pioneerkw@pioneeryouthservices.ca,http://www.pioneeryouthservices.ca/,Active,Offre des services d'assistance et de formation en dynamique de la vie aux jeunes qui éprouvent des problèmes de comportement. Offre aussi des services de transitions aux jeunes qui <span class=hps>transfèrent</span> <span class=hps>à des arrangements</span> <span class=hps>de vie</span> <span class=hps atn>semi-</span><span>indépendants</span> <span class=hps>ou</span> <span class=hps>rentrent chez eux</span>.,25065947 25065978,,,"Les garçons qui ont besoin de coaching, de motivation et d'instruction de la part des fournisseurs de soins.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cosmo Pazzano,Executive Director,cosimop@pioneeryouthservices.ca,519-884-3985 ext 222,No,Shannon Peori,Intake & Program Coordinator,shannonp@pioneeryouthservices.ca,519-884-3985,,No,,,,,,,,No,No,Inconnu,,,,,Coût pour service - se renseigner pour plus d'information,Recommandation professionnelle (non-médicale) requise,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,10 lits,,27/03/2015 13:44,2018-04-05 13:49,,FALSE,25065937,25065947,fr,FALSE,Pioneer Youth Services,Pioneer Youth Services - Albert Program,,Établissements de traitement résidentiel; ,Mental Health and Substance Use Disorder Services - Mental Health Care Facilities - Établissements de traitement résidentiel,Établissements de traitement résidentiel,RM-7000,ON - Waterloo County; ON - Waterloo County - Waterloo; ,,,,,,,,,,,,,MCYS; RAM,
25065979,,Pioneer Youth Services - Franklin Program,,ProgramAtSite,Pioneer Youth Services,12372092,,26 rue Dorset,,Waterloo,ON,N2L 3L5,Canada,No,26 rue Dorset,,Waterloo,Waterloo,ON,N2L 3L5,Canada,No,43.4642578,-80.5204096,24/7,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,519-884-3909,,FALSE,,,FALSE,,,FALSE,,,FALSE,519-884-3985,,FALSE,,,FALSE,,,FALSE,pioneerkw@pioneeryouthservices.ca,http://www.pioneeryouthservices.ca/,Active,Offre des services de traitement résidentiel aux jeunes filles dans un environnement très structuré <span class=hps>dans un cadre</span> <span class=hps>comme une maison.</span>,25065947 25065979,,,"Jeunes filles de 12-18 ans qui éprouvent des problèmes de comportement,de santé mentale,d'ADHD, ou qui on connu l'abus (sexulle ou physique) ou une déficience intellectuelle.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cosmo Pazzano,Executive Director,cosimop@pioneeryouthservices.ca,519-884-3985 ext 222,No,Shannon Peori,Intake & Program Coordinator,shannonp@pioneeryouthservices.ca,519-884-3985 ext 226,,No,,,,,,,,No,No,Inconnu,,,,,Coût pour service - se renseigner pour plus d'information,Recommandation professionnelle (non-médicale) requise,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,27/03/2015 13:45,2018-04-05 13:56,,FALSE,25065941,25065947,fr,FALSE,Pioneer Youth Services,Pioneer Youth Services - Franklin Program,,Établissements de traitement résidentiel; ,Mental Health and Substance Use Disorder Services - Mental Health Care Facilities - Établissements de traitement résidentiel,Établissements de traitement résidentiel,RM-7000,ON - Waterloo County; ON - Waterloo County - Waterloo; ,,,,,,,Femmes/Filles - seulement,,,,,,MCYS; RAM,
25065980,,Pioneer Youth Services - Lang Program,,ProgramAtSite,Pioneer Youth Services,12372092,,26 rue Dorset,,Waterloo,ON,N2L 3L5,Canada,No,26 rue Dorset,,Waterloo,Waterloo,ON,N2L 3L5,Canada,No,43.4664115,-80.5236962,24/7,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,519-884-3909,,FALSE,,,FALSE,,,FALSE,,,FALSE,519-884-3985,,FALSE,,,FALSE,,,FALSE,pioneerkw@pioneeryouthservices.ca,http://www.pioneeryouthservices.ca/,Active,"Offre des services de traitement, de soutien aux enfants qui éprouvent des problèmes émotionelle et de santé mentale.",25065947 25065980,,,"Jeunes femmes de 12-17 ans qui éprouvent des problèmes de santé mentale, de comportement, un double diagnostic, des problèmes familiale, de trouble d'apprentissage, de conflit entre les parents, des difficultés physiques mineures ou qui ont connu l'abus.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cosmo Pazzano,Executive Director,cosimop@pioneeryouthservices.ca,519-884-3985 ext 222,No,Shannon Peori,Intake & Program Coordinator,shannonp@pioneeryouthservices.ca,519-884-3985 ext 226,,No,,,,,,,,No,No,Inconnu,,,,,Coût pour service - se renseigner pour plus d'information,Recommandation professionnelle (non-médicale) requise,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,lits,8,,27/03/2015 13:45,2018-04-05 13:52,,FALSE,25065936,25065947,fr,FALSE,Pioneer Youth Services,Pioneer Youth Services - Lang Program,,Établissements de traitement résidentiel; ,Mental Health and Substance Use Disorder Services - Mental Health Care Facilities - Établissements de traitement résidentiel,Établissements de traitement résidentiel,RM-7000,ON - Waterloo County; ON - Waterloo County - Waterloo; ,,,,,,,,,,,,,MCYS; RAM,
